customer_id,signup_date,age,region,plan,tenure_months,num_devices,monthly_charges,discount_pct,is_autopay,avg_session_minutes,sessions_last_30d,last_login_days_ago,support_tickets_90d,payment_failures_12m,satisfaction_score,churn,total_charges
CUST0021997,2024-03-07,,NORTH,Basic,9,2,29.32,0,0,,8,25,1,1,2.0,0,263.88
CUST0000253,2021-10-26,33.0,South,Standard,38,4,72.29,0,0,28.4,9,14,2,1,3.0,0,2747.02
CUST0018195,2022-09-23,18.0,West, Basic,27,4,42.38,0,0,11.1,1,17,1,0,4.0,0,1144.26
CUST0026624,2020-02-19,29.0,South,Standard,59,3,70.85,0,0,39.4,17,4,1,0,,0,4180.15
CUST0034356,2024-07-27,18.0,North,Basic,5,2,35.69,0,0,24.8,5,7,1,0,2.0,0,178.45
CUST0035015,2022-04-24,28.0,North,Standard,32,2,61.47,0,0,18.8,3,1,0,0,4.0,0,1967.04
CUST0047257,2022-03-14,31.0,South,Basic,34,3,37.08,0,0,23.0,10,0,1,2,,0,1260.72
CUST0029381,2020-05-08,29.0,Central,Standard,56,3,74.8,20,1,14.3,15,8,0,0,3.0,0,3351.04
CUST0013827,2018-12-01,40.0,East, Basic,74,3,31.77,0,0,27.8,26,1,0,2,5.0,0,2350.98
CUST0029456,2024-03-12,48.0,East,Basic,9,4,38.61,0,1,12.1,6,49,1,2,2.0,0,347.49
CUST0008219,2024-05-16,47.0,North,Basic,7,1,24.29,0,0,23.7,4,12,1,0,2.0,0,170.03
CUST0019216,2024-08-26,41.0,South,Premium,4,1,93.94,0,1,13.4,11,2,0,0,3.0,0,375.76
CUST0033006,2023-06-06,43.0,North,Basic,19,3,31.93,0,1,15.5,8,4,2,0,2.0,0,606.67
CUST0024452,2024-10-22,41.0,NORTH,Premium,2,3,118.74,0,1,20.9,7,19,0,0,,0,
CUST0023985,2023-07-05,31.0,North,Standard,18,5,81.95,0,1,33.2,10,2,0,0,5.0,0,1475.1
CUST0024008,2019-06-22,27.0,North,Premium,67,4,114.11,0,1,85.6,27,15,0,0,5.0,0,7645.37
CUST0040397,2022-06-08,24.0,South,Standard,31,3,60.9,15,1,43.6,15,19,0,0,5.0,0,1604.72
CUST0022159,2021-01-29,,South,Basic,47,3,36.4,0,0,,11,1,0,1,4.0,0,1710.8
CUST0040092,2024-09-14,48.0,East,Basic,3,2,29.47,0,1,9.2,6,13,0,0,3.0,0,88.41
CUST0042675,2022-09-08,22.0,South,Basic,28,2,35.86,0,0,51.2,23,2,0,1,4.0,0,1004.08
CUST0026200,2023-02-18,39.0,East,Standard,22,1,58.04,25,1,14.7,9,29,0,0,4.0,0,957.66
CUST0021630,2024-02-18,30.0,South,Basic,10,5,48.64,0,1,19.0,7,7,1,1,3.0,0,486.4
CUST0023866,2022-09-30,51.0,East,Standard,27,3,64.53,20,0,15.1,4,8,0,1,,0,1393.85
CUST0015468,2022-08-25,52.0,North,Basic,28,4,55.68,20,1,10.9,4,28,1,0,3.0,0,1247.23
CUST0022706,2022-01-17,34.0,West,Premium,35,5,114.31,5,1,12.5,11,28,1,1,3.0,0,3800.81
CUST0017141,2023-05-03,51.0,West,Premium,20,4,106.73,20,0,10.9,25,12,0,0,3.0,0,1707.68
CUST0003261,2022-11-15,18.0,Central,Basic,25,2,35.05,0,1,22.9,9,1,0,0,4.0,0,876.25
CUST0008887,2023-10-02,18.0,West,Basic,15,7,53.34,0,1,28.4,5,3,2,2,2.0,0,800.1
CUST0032644,2024-02-19,19.0,South,Basic,10,1,24.01,0,0,6.9,0,10,5,0,1.0,1,240.1
CUST0027386,2019-09-23,60.0,South,Basic,64,5,50.29,0,0,55.8,25,4,1,0,5.0,0,3218.56
CUST0013719,2023-01-26,33.0,South,Standard,23,1,62.17,20,1,58.2,23,6,1,0,,0,1143.93
CUST0038502,2024-03-01,33.0,South,Premium,10,1,111.23,0,1,18.3,11,15,3,0,3.0,0,1112.3
CUST0019282,2023-10-27,29.0,East,Standard,14,4,77.4,0,0,31.5,5,2,0,0,3.0,0,1083.6
CUST0005258,2023-09-16,32.0,West,Basic,15,3,35.98,0,0,4.5,8,11,2,2,2.0,0,539.7
CUST0007235,2021-03-12,35.0,East,Standard,46,4,68.54,5,1,16.8,5,10,2,0,,0,2995.2
CUST0026105,2023-11-28,61.0,South,Basic,13,5,45.56,0,1,,18,3,1,0,5.0,0,592.28
CUST0007688,2021-03-07,27.0,West,Standard,46,1,55.54,0,1,28.2,23,0,0,0,5.0,0,2554.84
CUST0014671,2024-02-19,18.0,North,Standard,10,4,63.38,0,1,16.9,2,2,3,0,3.0,0,633.8
CUST0025618,2023-04-23,19.0,West,Premium,20,6,117.28,0,1,14.0,3,6,0,0,4.0,0,2345.6
CUST0045594,2024-01-25,31.0,East,Basic,11,4,41.01,0,0,14.7,5,99,1,1,2.0,0,451.11
CUST0017187,2023-10-04,63.0,Central,Basic,15,1,35.91,0,1,28.5,8,20,0,0,4.0,0,538.65
CUST0011224,2024-07-06,52.0,NORTH,Standard,5,1,63.25,15,0,21.9,7,8,5,1,2.0,0,268.81
CUST0028015,2020-05-21,33.0,Central,Premium,56,3,107.75,0,1,5.1,2,4,2,1,2.0,0,6034.0
CUST0019471,2022-07-28,40.0,South,Basic,29,5,34.94,0,0,11.7,5,18,0,2,4.0,0,1013.26
CUST0021277,2019-10-16,18.0,South,Basic,63,1,33.41,0,0,46.9,39,6,0,1,4.0,0,2104.83
CUST0021172,2024-11-27,57.0,South,Premium,1,2,113.83,0,1,15.7,7,0,1,1,2.0,0,113.83
CUST0039896,2023-07-18,29.0,East,Standard,17,4,78.24,0,0,12.5,7,51,4,0,3.0,0,1330.08
CUST0003530,2022-01-04,81.0,South,Standard,36,5,74.65,15,0,9.8,8,17,0,0,3.0,0,2284.29
CUST0015820,2024-04-24,30.0,South,Standard,8,1,58.81,20,1,66.9,17,4,1,0,5.0,0,376.38
CUST0029403,2023-12-19,33.0,North,Standard,12,2,64.69,0,0,10.3,4,5,1,0,3.0,0,776.28
CUST0009858,2023-05-30,46.0,West, Standard,19,4,71.21,0,0,11.8,15,15,1,0,,0,1352.99
CUST0008512,2024-02-12,29.0,South,Standard,10,3,81.69,0,1,12.2,10,16,0,0,4.0,0,816.9
CUST0013634,2023-01-21,44.0,East,Basic,23,1,21.31,0,0,7.9,1,128,0,0,,0,490.13
CUST0041035,2023-06-08,18.0,Central,Basic,19,1,34.04,0,1,28.3,6,1,1,2,2.0,0,646.76
CUST0001851,2022-11-11,33.0,East,Basic,26,3,39.45,0,0,,11,4,1,0,4.0,0,1025.7
CUST0013118,2024-01-15,38.0,Central,Premium,11,4,108.88,0,1,21.5,10,7,2,0,3.0,0,1197.68
CUST0025053,2023-05-27,48.0,East,Standard,19,7,85.43,25,1,,13,21,0,1,4.0,0,1217.38
CUST0036460,2020-07-10,43.0,West,Premium,54,4,108.84,0,1,13.5,9,3,0,0,4.0,0,5877.36
CUST0029277,2021-08-25,18.0,East,Basic,40,1,32.03,0,1,17.5,8,1,0,0,5.0,0,1281.2
CUST0000375,2024-04-15,47.0,South,Basic,8,1,26.06,0,1,12.6,5,2,0,0,3.0,0,208.48
CUST0039677,2024-09-01,23.0,EAST,Standard,4,1,56.4,0,0,22.2,9,9,0,1,4.0,1,225.6
CUST0038582,2024-10-29,52.0,East,Basic,2,2,40.81,15,1,13.5,4,2,0,0,4.0,0,69.38
CUST0029171,2022-04-04,51.0,North,Standard,33,3,65.13,0,0,41.0,14,4,0,1,,0,2149.29
CUST0034180,2021-03-04,55.0,South,Premium,46,1,105.78,0,1,7.5,9,26,2,1,2.0,0,4865.88
CUST0007897,2023-07-18,,West,Standard,17,4,73.86,0,1,48.2,19,4,0,0,5.0,0,1255.62
CUST0039940,2022-06-28,24.0,Central,Basic,30,3,36.28,15,0,51.3,19,5,0,0,,0,925.14
CUST0020907,2023-02-24,31.0,North,Standard,22,2,57.26,0,0,17.8,11,25,0,1,4.0,0,1259.72
CUST0023012,2023-04-19,20.0,West,Basic,20,1,25.51,20,0,14.5,9,12,2,0,3.0,0,408.16
CUST0009362,2019-11-04,53.0,West,Basic,62,4,44.48,15,1,65.9,14,6,1,1,4.0,0,2344.1
CUST0005596,2022-10-23,32.0,South,Standard,26,2,66.97,15,0,58.0,22,4,0,0,5.0,0,1480.04
CUST0027798,2019-05-17,44.0,North,Basic,68,1,32.51,0,0,29.0,14,2,0,1,,0,2210.68
CUST0017475,2021-06-17,36.0,South,Standard,43,2,65.43,0,1,28.6,5,1,0,0,5.0,0,2813.49
CUST0040245,2024-06-18,19.0,West,Basic,6,1,17.4,0,1,33.2,13,1,0,0,5.0,0,104.4
CUST0009687,2024-03-29,52.0,North,Premium,9,1,104.69,0,0,17.9,5,15,0,1,,0,942.21
CUST0025388,2021-09-29,50.0,Central,Premium,39,1,105.25,0,1,,7,46,2,2,,1,4104.75
CUST0029336,2023-01-04,42.0,West,Standard,24,1,62.62,0,1,16.9,15,1,0,0,4.0,0,1502.88
CUST0031706,2022-08-09,33.0,North,Basic,29,4,41.88,0,0,12.9,10,29,1,1,3.0,0,1214.52
CUST0020964,2022-02-23,43.0,North,Basic,34,4,45.66,25,1,10.2,4,11,1,0,,1,1164.33
CUST0020830,2024-06-17,45.0,Central,Premium,6,4,108.79,0,1,20.6,9,20,1,0,4.0,0,652.74
CUST0005527,2023-03-29,39.0,Central,Basic,21,2,29.47,0,0,25.7,9,2,1,0,3.0,0,618.87
CUST0040129,2023-03-28,24.0,Central,Basic,21,2,34.19,0,0,11.2,4,4,1,3,3.0,0,717.99
CUST0020776,2024-09-20,23.0,South,Premium,3,2,101.36,0,1,22.7,11,8,1,0,3.0,0,304.08
CUST0048718,2023-06-24,44.0,West,Standard,18,1,60.64,25,0,10.1,14,0,0,0,4.0,0,818.64
CUST0026230,2022-10-26,38.0,East,Premium,26,3,102.67,0,1,55.3,14,2,0,0,4.0,0,2669.42
CUST0034249,2022-12-15,45.0,North,Basic,24,4,50.28,0,1,50.3,15,4,1,0,4.0,0,1206.72
CUST0013362,2024-01-09,53.0,SOUTH,Basic,11,3,41.61,0,1,19.0,16,7,0,0,4.0,1,457.71
CUST0037272,2022-07-09,37.0,East,Standard,30,5,81.52,0,0,32.3,4,6,0,2,2.0,1,2445.6
CUST0035050,2023-01-21,34.0,South,Basic,23,3,46.23,0,1,43.8,10,13,0,0,5.0,0,1063.29
CUST0028666,2022-07-25,47.0,Central,Standard,29,2,67.15,0,1,33.2,11,1,0,0,5.0,0,1947.35
CUST0012093,2024-06-27,36.0,South,Basic,6,2,17.63,0,0,12.8,9,22,1,2,,1,105.78
CUST0023944,2021-10-17,73.0,North,Basic,39,4,39.43,20,1,15.9,4,4,0,0,3.0,0,1230.22
CUST0031922,2024-01-18,34.0,South,Basic,11,3,33.66,0,0,26.1,7,14,1,1,4.0,1,370.26
CUST0002885,2024-06-02,52.0,North,Standard,7,1,61.56,0,1,26.4,12,7,0,0,3.0,0,430.92
CUST0020170,2023-11-01,58.0,South,Basic,14,1,32.68,0,1,16.3,9,6,0,0,3.0,0,457.52
CUST0000828,2022-07-08,65.0,East,Basic,30,2,31.2,25,0,40.7,15,5,0,0,4.0,0,702.0
CUST0040593,2024-04-19,36.0,West,Standard,8,3,71.7,20,1,29.7,9,5,1,0,3.0,0,458.88
CUST0024740,2023-01-22,37.0,Central,Basic,23,4,31.35,0,1,27.1,10,1,1,0,4.0,1,721.05
CUST0034623,2020-12-30,36.0,South,Basic,48,1,32.61,25,1,36.3,8,1,0,0,,1,1173.96
CUST0029948,2022-10-02,59.0,East,Basic,27,3,40.59,0,0,24.8,9,3,0,1,3.0,0,1095.93
CUST0016631,2022-01-09,74.0,North,Basic,36,2,42.84,0,1,9.4,7,32,1,1,3.0,0,1542.24
CUST0009900,2023-04-22,28.0,North,Premium,20,3,109.32,0,1,9.4,7,6,2,0,3.0,0,2186.4
CUST0036103,2019-11-10,36.0,Central,Basic,62,1,34.06,0,1,23.2,14,1,1,1,2.0,0,2111.72
CUST0043235,2024-10-05,,North,Premium,2,4,112.81,15,1,32.4,23,21,0,0,5.0,0,191.78
CUST0037913,2024-10-14,40.0,East,Basic,2,1,32.94,0,1,21.6,10,65,0,2,3.0,0,
CUST0027718,2022-08-01,45.0,East,Standard,29,2,62.83,0,0,21.8,13,2,0,0,4.0,0,1822.07
CUST0013833,2023-10-01,28.0,North,Basic,15,4,36.12,0,1,13.1,10,3,0,0,4.0,0,541.8
CUST0013104,2023-11-07,35.0,Central,Standard,14,1,63.58,0,1,13.8,5,49,2,1,1.0,1,890.12
CUST0039438,2024-09-13,48.0,Central,Standard,3,3,65.02,0,0,21.1,6,19,2,1,2.0,0,195.06
CUST0011295,2021-03-19,43.0,North,Standard,46,5,77.84,0,1,22.4,13,29,0,0,4.0,0,3580.64
CUST0039361,2024-03-29,,West,Basic,9,3,34.58,0,1,18.9,5,86,1,2,1.0,1,311.22
CUST0008921,2021-02-12,41.0,North,Basic,47,3,45.04,0,1,17.4,13,0,0,0,3.0,0,2116.88
CUST0013206,2023-04-02,35.0,North,Basic,21,5,36.45,0,1,17.9,8,3,2,0,2.0,0,765.45
CUST0029367,2023-08-15,64.0,Central,Standard,16,3,59.8,0,1,23.3,17,8,0,2,2.0,1,956.8
CUST0000689,2023-10-05,28.0,Central,Standard,15,4,76.01,0,0,13.8,7,62,1,0,3.0,0,1140.15
CUST0039710,2022-01-01,26.0,Central,Premium,36,3,101.43,0,0,13.4,5,14,0,1,,0,3651.48
CUST0038293,2022-06-19,,South,Basic,30,3,39.08,0,1,14.5,7,7,1,0,1.0,0,1172.4
CUST0011907,2024-09-13,39.0,Central,Standard,3,3,68.32,0,1,28.4,12,21,1,1,4.0,0,204.96
CUST0009226,2024-04-21,39.0,Central,Standard,8,3,71.92,0,0,11.4,6,21,1,1,3.0,0,575.36
CUST0003857,2024-01-19,,North,Standard,11,4,67.61,0,0,16.3,10,16,0,0,,0,743.71
CUST0030393,2024-11-10,49.0,East,Basic,1,5,52.48,0,1,,4,5,2,0,2.0,1,52.48
CUST0020826,2022-09-27,56.0,South,Basic,27,3,42.44,0,1,14.9,8,5,0,0,3.0,0,1145.88
CUST0023756,2022-11-08,67.0,South,Premium,26,3,101.51,0,1,37.7,17,9,0,0,5.0,0,2639.26
CUST0024339,2023-01-25,27.0,East,Premium,23,4,111.82,0,1,21.1,5,16,1,2,1.0,1,2571.86
CUST0011559,2024-04-26,52.0,West,Standard,8,3,65.97,0,0,11.2,6,1,1,0,4.0,0,527.76
CUST0002431,2023-12-24,56.0,East,Standard,12,1,62.1,0,1,13.4,5,50,2,0,1.0,0,745.2
CUST0007851,2023-12-23,47.0,South,Standard,12,3,66.14,0,1,18.1,15,26,0,0,5.0,0,793.68
CUST0020087,2023-06-14,31.0,West,Premium,18,2,96.0,0,1,,11,10,0,2,3.0,0,1728.0
CUST0044959,2024-10-01,18.0,South,Basic,3,2,30.67,0,0,33.5,15,1,2,0,3.0,0,92.01
CUST0019110,2022-12-31,52.0,South,Basic,24,5,52.24,15,0,24.2,2,26,1,0,3.0,0,1065.7
CUST0033731,2022-03-15,48.0,East,Basic,34,2,35.53,0,0,20.6,5,7,2,0,3.0,0,1208.02
CUST0027392,2024-05-08,48.0,North,Basic,7,3,36.96,0,1,13.8,8,8,1,0,3.0,0,258.72
CUST0011909,2023-07-30,58.0,South,Basic,17,3,40.52,0,0,13.6,6,10,0,0,2.0,0,688.84
CUST0022310,2023-04-23,50.0,South,Standard,20,4,63.74,15,1,13.9,13,0,1,0,4.0,0,1083.58
CUST0000589,2024-09-08,32.0,West,Basic,3,5,45.12,25,1,18.7,4,3,2,0,4.0,0,101.52
CUST0040386,2023-09-07,40.0,East,Basic,16,2,31.69,0,0,,15,5,1,1,2.0,0,507.04
CUST0030077,2023-03-30,44.0,East,Basic,21,4,45.71,0,0,40.9,12,23,0,0,5.0,0,959.91
CUST0006958,2024-02-05,44.0,South,Standard,11,4,75.78,0,0,18.8,12,27,0,0,3.0,1,833.58
CUST0031663,2023-07-09,24.0,East,Basic,18,2,35.29,0,0,46.6,8,6,0,0,5.0,0,635.22
CUST0044383,2024-08-21,21.0,South,Basic,4,5,46.46,0,1,20.2,5,1,0,0,4.0,0,185.84
CUST0010395,2022-06-08,63.0,East,Standard,31,2,66.89,0,1,16.8,5,32,0,0,3.0,0,2073.59
CUST0030226,2024-08-02,18.0,West,Standard,5,2,66.44,0,0,26.9,16,4,0,0,5.0,0,332.2
CUST0033677,2024-02-16,36.0,SOUTH,Premium,10,1,102.07,25,0,9.5,3,0,3,0,2.0,0,765.52
CUST0042900,2023-10-08,48.0,SOUTH,Basic,15,4,39.16,0,0,10.5,7,22,0,1,4.0,0,587.4
CUST0046248,2024-10-06,29.0,North, Standard,2,3,64.96,10,1,19.9,6,21,1,0,2.0,0,116.93
CUST0025338,2024-09-20,36.0,Central,Premium,3,4,122.34,0,0,33.8,13,16,2,0,2.0,1,367.02
CUST0038199,2019-11-05,52.0,South,Standard,62,3,68.08,10,0,15.7,8,14,0,0,3.0,0,3798.86
CUST0017457,2023-10-24,49.0,Central,Standard,14,2,64.36,0,1,31.3,9,11,0,0,4.0,0,901.04
CUST0035915,2021-09-13,65.0,North,Basic,40,3,38.09,0,1,15.6,5,45,4,0,1.0,0,1523.6
CUST0027236,2024-07-27,48.0,North,Standard,5,3,67.28,0,1,16.3,9,15,0,0,4.0,0,336.4
CUST0029188,2022-08-13,39.0,East,Basic,29,3,39.61,0,0,25.8,11,15,0,0,5.0,0,1148.69
CUST0034122,2021-01-09,56.0,East,Basic,48,1,22.76,0,1,67.7,7,18,1,0,3.0,0,1092.48
CUST0033555,2024-03-07,,Central,Premium,9,2,111.97,0,1,30.8,9,4,0,0,4.0,0,1007.73
CUST0000391,2022-10-09,28.0,South,Standard,27,3,71.07,0,0,27.6,13,1,3,1,2.0,0,1918.89
CUST0005164,2024-08-17,43.0,East,Basic,4,2,22.37,15,1,21.6,5,1,3,1,2.0,0,76.06
CUST0012337,2023-05-01,39.0,East,Basic,20,2,38.74,0,0,,21,0,0,0,5.0,0,774.8
CUST0022840,2024-01-07,63.0,North,Standard,11,3,59.83,0,0,23.0,6,14,0,1,4.0,0,658.13
CUST0049815,2022-02-16,54.0,Central,Standard,34,1,61.2,0,1,9.9,1,69,1,0,1.0,0,2080.8
CUST0038390,2024-05-03,31.0,North,Basic,8,4,49.29,0,0,,9,8,1,0,2.0,1,394.32
CUST0030850,2021-07-13,33.0,North,Standard,42,3,57.19,0,1,12.3,3,34,1,0,,0,2401.98
CUST0010248,2023-07-04,19.0,West,Basic,18,4,37.73,0,0,53.4,11,15,0,1,4.0,0,679.14
CUST0009733,2022-09-11,42.0,North, Premium,28,2,102.25,5,1,,6,55,0,0,3.0,0,2719.85
CUST0036673,2024-01-09,18.0,North,Basic,11,2,31.65,0,1,10.0,8,44,3,0,3.0,0,348.15
CUST0048195,2019-03-08,39.0,East,Basic,70,3,34.36,0,0,,7,32,3,1,3.0,0,2405.2
CUST0045688,2024-07-05,41.0,Central,Standard,5,4,67.47,0,1,,11,5,0,0,,0,337.35
CUST0044487,2022-06-26,46.0,North, Basic,30,1,33.28,0,1,40.1,14,28,1,0,2.0,0,998.4
CUST0010658,2024-08-24,66.0,Central,Standard,4,4,67.26,0,1,30.5,15,0,1,0,,0,269.04
CUST0032663,2023-01-25,63.0,North,Premium,23,4,101.02,0,1,24.0,6,12,0,0,4.0,0,2323.46
CUST0006649,2024-05-10,55.0,North,Premium,7,3,122.46,0,1,20.9,16,4,0,1,3.0,0,857.22
CUST0042411,2022-12-22,39.0,Central,Premium,24,1,97.61,20,1,49.9,23,9,0,0,,0,1874.11
CUST0008238,2024-04-27,18.0,West,Standard,8,5,78.69,0,0,19.6,9,7,0,0,4.0,0,629.52
CUST0043636,2024-04-30,57.0,South,Basic,8,4,47.38,0,0,9.7,10,19,0,1,3.0,0,379.04
CUST0046918,2024-08-05,27.0,North,Basic,4,1,35.63,0,1,29.6,8,23,0,0,3.0,0,142.52
CUST0040621,2022-10-20,50.0,South,Standard,26,2,65.48,0,0,15.4,12,15,1,0,3.0,1,1702.48
CUST0001929,2022-08-12,51.0,East,Basic,29,2,32.04,5,1,18.7,5,19,1,0,,0,882.7
CUST0039108,2023-01-13,44.0,North, Basic,23,4,40.91,0,0,73.9,27,1,1,0,5.0,0,940.93
CUST0032112,2022-10-14,18.0,West,Premium,26,2,100.57,0,1,16.7,10,23,0,1,,0,2614.82
CUST0010494,2023-04-29,44.0,Central,Basic,20,5,44.75,0,0,10.6,11,36,2,1,3.0,0,895.0
CUST0005748,2023-06-17,28.0,South,Premium,18,2,103.1,0,1,,11,17,1,0,3.0,1,1855.8
CUST0042919,2024-05-29,33.0,North,Standard,7,2,59.66,10,1,15.8,6,12,1,0,3.0,0,375.86
CUST0037968,2023-11-30,21.0,Central,Basic,13,2,26.91,0,0,18.6,4,1,1,0,2.0,0,349.83
CUST0023157,2024-03-04,36.0,South,Basic,10,2,30.37,0,0,23.3,8,12,0,1,3.0,0,303.7
CUST0020811,2022-10-16,22.0,East,Standard,26,3,66.35,0,1,21.1,7,1,0,2,3.0,0,1725.1
CUST0012542,2022-12-27,44.0,Central,Standard,24,2,63.92,0,1,13.8,4,97,2,0,3.0,0,1534.08
CUST0019524,2024-06-25,32.0,South,Standard,6,3,66.8,0,1,33.6,19,2,0,1,5.0,0,400.8
CUST0033231,2024-05-23,60.0,East,Basic,7,1,24.24,0,1,14.4,10,22,1,0,2.0,0,169.68
CUST0040210,2023-08-18,46.0,South,Basic,16,5,47.83,0,1,14.9,10,9,1,0,,0,765.28
CUST0044474,2020-08-18,54.0,West, Premium,53,2,109.88,25,0,23.0,18,6,2,0,,0,4367.73
CUST0044330,2020-09-02,58.0,South,Premium,52,2,110.3,0,0,26.3,15,1,0,1,4.0,0,5735.6
CUST0048022,2024-05-12,68.0,North,Basic,7,3,33.51,0,0,17.7,5,2,1,0,,0,234.57
CUST0008833,2023-06-17,45.0,NORTH,Basic,18,4,55.09,0,1,9.7,4,0,2,0,2.0,0,991.62
CUST0044407,2023-03-29,66.0,North,Premium,21,3,109.96,15,1,,6,5,2,0,3.0,0,1962.79
CUST0042149,2023-06-26,,South,Standard,18,4,69.37,0,1,17.4,6,20,3,1,1.0,1,1248.66
CUST0039299,2021-05-13,29.0,East,Premium,44,4,125.85,15,0,33.5,10,7,2,0,,0,4706.79
CUST0005797,2023-03-31,32.0,South,Standard,21,3,70.66,0,1,12.5,7,28,1,0,3.0,0,1483.86
CUST0000180,2023-03-26,21.0,North,Standard,21,2,76.9,0,1,25.6,19,17,1,0,4.0,0,1614.9
CUST0027851,2022-06-14,28.0,South,Basic,31,3,39.7,15,0,11.7,9,2,0,0,3.0,0,1046.1
CUST0031600,2024-06-03,22.0,North,Premium,7,3,106.54,0,1,9.6,1,4,2,0,2.0,0,745.78
CUST0043427,2024-08-02,34.0,West,Standard,5,3,64.7,0,1,17.4,3,36,1,1,2.0,0,323.5
CUST0041656,2024-04-14,,West,Standard,8,3,70.89,15,0,6.0,1,75,1,0,2.0,0,482.05
CUST0033663,2024-01-02,45.0,East,Standard,12,5,86.01,15,0,13.9,8,10,1,0,4.0,0,877.3
CUST0037983,2024-03-23,50.0,North,Standard,9,2,64.74,20,0,14.7,6,8,1,1,2.0,0,466.13
CUST0010583,2023-07-10,52.0,Central,Standard,18,1,60.84,0,1,16.5,9,0,0,0,4.0,0,1095.12
CUST0048263,2024-08-11,46.0,North,Standard,4,3,63.71,0,1,16.7,6,7,0,0,3.0,0,254.84
CUST0005998,2023-12-01,27.0,West,Standard,13,4,70.99,0,0,29.2,12,1,2,2,2.0,0,922.87
CUST0031661,2022-02-27,45.0,South,Basic,34,3,40.81,0,1,14.0,13,13,2,1,5.0,0,1387.54
CUST0012938,2019-12-13,65.0,North,Basic,61,1,28.07,0,1,8.7,6,5,2,0,3.0,0,1712.27
CUST0004194,2022-10-05,56.0,North,Premium,27,3,111.47,0,1,48.6,21,5,0,0,4.0,0,3009.69
CUST0030745,2024-02-04,65.0,South,Basic,11,4,39.78,0,0,28.0,11,4,0,0,5.0,0,437.58
CUST0026489,2023-11-27,31.0,East,Basic,13,5,54.78,0,1,26.2,14,1,1,0,,0,712.14
CUST0005480,2023-04-28,42.0,East,Premium,20,2,101.77,5,0,21.2,5,18,2,1,1.0,0,1933.63
CUST0028094,2024-08-05,18.0,East,Basic,4,3,36.03,0,1,18.3,3,6,3,1,3.0,0,144.12
CUST0046941,2019-08-27,27.0,North,Premium,65,1,100.47,20,0,39.3,26,1,0,0,,0,5224.44
CUST0046553,2020-07-17,18.0,NORTH,Basic,54,2,34.11,0,1,33.6,14,3,1,0,4.0,0,1841.94
CUST0019668,2024-03-05,27.0,South,Basic,10,2,30.78,0,0,11.5,4,9,1,1,3.0,0,307.8
CUST0000121,2024-04-21,57.0,West,Standard,8,4,71.25,0,1,24.7,12,10,1,0,,0,570.0
CUST0045310,2024-08-20,48.0,Central,Premium,4,3,114.77,0,0,17.6,11,3,1,1,3.0,0,459.08
CUST0014865,2024-02-25,32.0,East,Basic,10,2,36.92,0,1,26.8,10,3,1,0,4.0,0,369.2
CUST0000414,2024-02-29,19.0,South,Premium,10,5,116.29,0,1,30.0,18,6,1,1,4.0,0,1162.9
CUST0025405,2024-07-19,55.0,South,Standard,5,3,62.36,0,1,38.2,9,6,0,2,4.0,1,311.8
CUST0009584,2022-10-16,35.0,South,Standard,26,2,60.03,0,1,11.7,7,21,1,0,3.0,0,1560.78
CUST0000671,2024-05-21,43.0,Central,Basic,7,1,35.48,20,1,40.4,16,1,0,0,4.0,0,198.69
CUST0020001,2022-02-07,52.0,South,Standard,35,3,60.11,0,1,8.0,9,38,3,0,,0,2103.85
CUST0002883,2023-06-29,43.0,East,Standard,18,1,56.36,0,1,17.3,13,12,1,4,3.0,0,1014.48
CUST0004261,2024-02-23,64.0,North,Premium,10,3,98.25,0,0,,13,11,0,0,,0,982.5
CUST0016529,2024-10-17,51.0,Central,Basic,2,2,44.97,0,0,17.2,9,7,1,0,4.0,0,
CUST0006276,2022-10-17,53.0,South,Standard,26,2,65.52,0,0,21.9,14,6,1,0,4.0,0,1703.52
CUST0048004,2023-01-04,47.0,North,Standard,24,6,81.13,0,0,8.8,4,41,1,2,3.0,1,1947.12
CUST0017583,2023-03-23,44.0,East,Basic,21,1,32.33,0,1,24.3,14,12,0,1,4.0,0,678.93
CUST0025941,2021-03-04,,West,Standard,46,6,83.25,0,0,12.1,10,9,1,0,3.0,0,3829.5
CUST0016093,2021-10-14,50.0,East,Basic,39,3,38.8,0,1,45.3,12,5,0,0,4.0,0,1513.2
CUST0013073,2020-04-01,54.0,South,Standard,57,2,56.77,0,0,23.9,21,23,2,3,1.0,1,3235.89
CUST0047263,2022-06-25,34.0,North,Premium,30,2,98.28,10,1,,14,4,0,0,4.0,0,2653.56
CUST0036753,2023-07-27,44.0,East,Standard,17,1,56.66,10,0,21.6,4,22,1,0,3.0,0,866.9
CUST0011381,2022-04-03,46.0,East,Standard,33,2,76.9,0,1,6.3,6,5,0,0,2.0,0,2537.7
CUST0040759,2024-09-10,44.0,West,Basic,3,2,39.59,5,0,12.6,7,7,1,2,2.0,1,112.83
CUST0019738,2022-08-25,46.0,West,Premium,28,2,106.79,0,1,9.6,8,4,0,1,3.0,0,2990.12
CUST0043647,2023-11-21,35.0,Central,Standard,13,2,65.15,0,1,15.3,6,42,0,0,3.0,0,846.95
CUST0013892,2022-11-13,31.0,West,Premium,25,3,100.54,0,0,12.0,4,38,2,0,2.0,0,2513.5
CUST0003255,2023-03-21,57.0,South,Basic,21,3,28.73,0,1,34.8,14,3,0,1,4.0,0,603.33
